Wall time,Step,Value
1738269093.292296,42,-0.8463460206985474
1738269103.4982007,94,-1.893846869468689
1738269119.507005,167,-3.356356620788574
1738269132.8378417,229,-4.5724287033081055
1738269133.8496435,234,-4.689801216125488
1738269138.175777,255,-5.125010967254639
1738269141.989904,273,-5.453333854675293
1738269149.3781412,308,-6.1359944343566895
1738269149.9236217,310,-6.179512023925781
1738269151.4614873,318,-6.334458827972412
1738269184.7674787,474,-9.366617202758789
1738269279.509128,537,-10.31389045715332
1738269288.8656516,580,-10.836492538452148
1738269290.4566166,587,-11.097814559936523
1738269300.8907382,635,-11.829864501953125
1738269303.7192788,648,-11.862825393676758
1738269318.4989095,715,-12.92318344116211
1738269320.326397,723,-13.062658309936523
1738269337.8450336,803,-14.005889892578125
1738269339.1157115,809,-14.150796890258789
1738269345.1699376,837,-14.261148452758789
1738269451.0634854,1016,-15.55563735961914
1738269462.5778465,1068,-15.551124572753906
1738269471.2184775,1106,-15.984125137329102
1738269488.7648194,1182,-17.021041870117188
1738269507.769498,1263,-17.34870147705078
1738269520.4795892,1318,-18.371410369873047
1738269521.106769,1321,-18.035015106201172
1738269524.4713893,1335,-18.32583236694336
1738269525.3408117,1339,-18.042991638183594
1738269536.7633321,1387,-18.52370834350586
1738269538.4928484,1394,-18.734750747680664
1738269549.259375,1438,-17.970998764038086
1738269642.267106,1555,-15.411577224731445
1738269675.7514892,1694,-15.631192207336426
1738269686.2517722,1737,-14.893129348754883
1738269686.928212,1740,-14.793928146362305
1738269713.0059352,1847,-11.739051818847656
1738269720.8452556,1880,-12.694581985473633
1738269730.8164608,1920,-11.339963912963867
1738269738.1857803,1950,-10.925418853759766
1738269824.8012886,2040,-8.84188175201416
1738269839.7869265,2100,-6.789127349853516
1738269865.5536127,2203,-2.4118456840515137
1738269881.6400328,2266,-0.8884121179580688
1738269894.051706,2311,-0.7695800065994263
1738269916.5183055,2393,-0.840761661529541
1738269928.6455154,2440,-0.45746612548828125
1738269933.04955,2457,1.7146319150924683
1738269933.546996,2459,-0.9010188579559326
1738269940.9953413,2489,1.764469861984253
1738269941.2333176,2490,-2.090325355529785
1738269944.164774,2502,0.19250106811523438
1738269945.5445673,2507,1.962943196296692
1738270020.7494628,2537,-2.7342963218688965
1738270059.179287,2690,-1.8390910625457764
1738270072.9945428,2745,1.0305718183517456
1738270130.484557,2972,-0.598421037197113
1738270204.5209925,3044,2.677734851837158
1738270236.5787747,3167,-1.7066911458969116
1738270254.5083764,3236,2.321845531463623
1738270258.6238277,3252,3.7010343074798584
1738270258.8751817,3253,3.4195351600646973
1738270273.898536,3311,1.6577597856521606
1738270319.7512572,3486,1.9557771682739258
1738270424.8802474,3625,-1.9765934944152832
1738270425.498177,3627,-1.3947412967681885
1738270438.9815788,3677,-0.03233987092971802
1738270458.161539,3748,0.47550463676452637
1738270479.4919844,3821,0.4946593642234802
1738270481.4510102,3828,0.649569571018219
1738270510.3836825,3935,1.80427885055542
1738270518.056043,3963,0.1875072717666626
1738270593.1730375,4044,-1.2905471324920654
1738270610.3049362,4106,0.9459006786346436
1738270637.700673,4204,0.38044804334640503
1738270647.6973991,4240,1.0254815816879272
1738270671.287498,4325,1.7091596126556396
1738270694.6952755,4408,1.2728161811828613
1738270720.7587037,4500,0.2525211274623871
1738270725.4863236,4517,-0.05401170253753662
1738270828.585241,4673,-0.9291975498199463
1738270829.668034,4677,-0.38000041246414185
1738270832.0668428,4685,-0.9860303997993469
1738270864.2004054,4797,-0.1174287274479866
1738270868.1675496,4811,0.661231279373169
1738270894.4493482,4903,-0.5520104765892029
1738270916.3155928,4980,1.1064453125
1738271013.1262653,5116,-0.304321825504303
1738271021.4532275,5144,0.761845588684082
1738271083.1917188,5355,1.6025936603546143
1738271087.2131653,5369,1.857410192489624
1738271104.9721234,5430,-0.0012714564800262451
1738271208.2321079,5560,0.16354405879974365
1738271247.791109,5690,-0.6057520508766174
1738271261.3572974,5734,-1.2538222074508667
1738271287.5768251,5819,1.970409870147705
1738271304.7985497,5875,-0.15762197971343994
1738271306.9406366,5882,0.3940940499305725
1738271317.9365034,5918,0.9568471908569336
1738271342.997824,6001,-0.7464005947113037
1738271446.186243,6212,0.8890597820281982
1738271452.1073937,6231,-1.4484612941741943
1738271473.7903132,6301,0.9565321207046509
1738271501.042877,6388,-1.2765936851501465
1738271611.614037,6533,-0.240131676197052
1738271628.6350818,6587,-0.4638587534427643
1738271637.951082,6616,-1.8305391073226929
1738271668.3691502,6712,0.2502855360507965
1738271672.4422767,6724,0.5859917998313904
1738271718.2360425,6867,-0.7518176436424255
1738271754.271151,6979,-1.7104955911636353
1738271848.658489,7128,-1.7402713298797607
1738271862.0980828,7169,-0.03421229124069214
1738271935.8004787,7396,0.3316115438938141
1738271961.2591166,7474,0.9419089555740356
1738271962.223283,7477,0.4654773771762848
1738271967.170691,7492,-1.232450008392334
1738272032.640075,7526,0.005925685167312622
1738272124.8259065,7803,0.04956740140914917
1738272128.2001588,7813,-0.49420005083084106
1738272139.9856153,7848,-1.1362372636795044
1738272193.4773839,8006,0.37452229857444763
1738272264.5536597,8082,-0.9727787971496582
1738272304.0381608,8196,-0.15730267763137817
1738272318.0292242,8237,-1.5873430967330933
1738272365.922752,8379,-0.23147021234035492
1738272367.5982127,8384,-1.2727904319763184
1738272370.6644127,8393,-0.8275498747825623
1738272411.9730453,8514,0.5506770610809326
1738272415.4260654,8524,-0.05029529333114624
1738272492.9209397,8618,0.01743718981742859
1738272589.3560731,8895,0.3070013225078583
1738272599.3412614,8924,-0.8123985528945923
1738272606.8312745,8945,-1.3400626182556152
1738272609.2456396,8952,-0.6247068643569946
1738272629.3231833,9010,-0.18501079082489014
1738272770.5858755,9278,-0.5337966680526733
1738272832.7984855,9453,0.17568480968475342
1738272844.5321114,9486,0.8642088174819946
1738272936.6789043,9573,0.05995282530784607
1738272941.262804,9586,-1.0203526020050049
1738272973.4769773,9676,-2.010467767715454
1738272981.9378421,9699,-0.496645450592041
1738272988.3530614,9717,-0.04041215777397156
1738273040.8969522,9862,-0.631825864315033
1738273063.9018826,9926,2.9358367919921875
1738273169.1710722,10104,-0.36598503589630127
1738273239.7569482,10296,-0.6113932132720947
1738273242.364329,10303,-0.9159174561500549
1738273285.452341,10419,-1.1431682109832764
1738273315.255459,10499,1.8237028121948242
1738273397.4461906,10543,1.0609805583953857
1738273429.7779875,10628,2.042074680328369
1738273441.4254215,10659,1.5252667665481567
1738273447.5047753,10675,-1.4903733730316162
1738273468.5701258,10732,1.880602240562439
1738273485.5943005,10778,-0.0015731006860733032
1738273485.955384,10779,-1.217877984046936
1738273494.1531255,10801,-2.0342466831207275
1738273516.9218717,10862,0.11820118129253387
1738273520.2715456,10871,-1.398398756980896
1738273540.1361873,10923,-0.33438217639923096
1738273541.2266042,10926,1.2094846963882446
1738273555.5826862,10964,-0.11712926626205444
1738273564.0539157,10987,-1.6770126819610596
1738273567.1089947,10995,-0.9012260437011719
1738273638.6650457,11042,-0.8424656391143799
1738273669.7062035,11124,0.14544636011123657
1738273676.8559961,11143,-0.46441274881362915
1738273706.0770109,11220,-1.2818291187286377
1738273790.4234712,11441,-0.1179845929145813
1738273810.6913714,11494,0.10608482360839844
1738273818.2674582,11514,-2.3257501125335693
1738273894.630098,11546,2.110894203186035
1738273898.1043997,11555,-0.38001036643981934
1738273911.2522166,11589,0.38406336307525635
1738273942.9859984,11671,1.0265380144119263
1738273957.3239365,11708,-1.340503454208374
1738273985.8670583,11782,1.6602109670639038
1738274029.9565144,11896,-2.3343734741210938
1738274067.2292778,11992,-0.860697329044342
1738274069.183823,11997,0.07250696420669556
1738274131.0926752,12034,1.1670801639556885
1738274181.5541556,12162,0.9022968411445618
1738274191.801423,12188,0.7826864123344421
1738274199.6357265,12208,-0.7477032542228699
1738274242.193128,12314,-0.27548831701278687
