Wall time,Step,Value
1740211454.399403,42,0.054917916655540466
1740211498.4777322,94,0.034223828464746475
1740211557.6655822,167,0.02242136560380459
1740211608.5831087,229,0.06482301652431488
1740211614.4503796,234,0.025727642700076103
1740211648.2516675,273,0.026263032108545303
1740211679.882108,310,0.028931133449077606
1740211685.1846712,318,0.06170729175209999
1740211803.94864,474,0.06729894876480103
1740211866.378958,537,0.10873124748468399
1740211899.0042524,580,0.08074472844600677
1740211904.1678126,587,0.07444966584444046
1740211941.6948738,635,0.09210512042045593
1740211951.2196605,648,0.07138240337371826
1740212002.6278188,715,0.07109040766954422
1740212076.1146266,809,0.06636209040880203
1740212251.5624607,1016,0.12385881692171097
1740212289.867189,1068,0.07933861762285233
1740212495.1675045,1335,8.533890650141984e-06
1740212498.051875,1339,1.220196281792596e-07
1740212534.339373,1387,8.728038665140048e-06
1740212539.7552357,1394,0.001372910919599235
1740212571.836017,1438,0.00019957069889642298
1740212789.867264,1694,0.0015611578710377216
1740212824.323189,1737,0.0010508834384381771
1740212826.6046948,1740,5.933767533861101e-05
1740212941.1435325,1880,8.41100700199604e-09
1740212973.9905787,1920,1.9796791093540378e-05
1740213085.860907,2040,9.0536605057423e-07
1740213134.7644718,2100,5.6829794630175456e-05
1740213219.9626918,2203,7.75658008933533e-08
1740213274.0025144,2266,0.0023037604987621307
1740213309.7856767,2311,6.014033715473488e-09
1740213379.4449418,2393,2.049604972853558e-06
1740213419.880097,2440,5.906629667151719e-06
1740213460.739556,2489,4.630456260201754e-06
1740213461.4732783,2490,1.1772867765103001e-06
1740213470.802034,2502,4.164799065620173e-07
1740213505.7735643,2537,0.0017268549418076873
1740213633.1971579,2690,2.3860425244492944e-06
1740213678.9529839,2745,0.002158718416467309
1740213935.980622,3044,1.4982833818066865e-07
1740214094.4034963,3236,0.023991331458091736
1740214107.0539653,3252,4.303455352783203e-05
1740214156.5657613,3311,0.00011428602010710165
1740214439.1536868,3625,8.704148058313876e-06
1740214441.646662,3627,2.1776213543489575e-07
1740214484.2708414,3677,0.008831743150949478
1740214544.1416984,3748,0.0005676839500665665
1740214605.9089432,3821,3.876643313560635e-05
1740214611.4705951,3828,0.0006627867114730179
1740214699.5412502,3935,1.0564872354734689e-07
1740214726.1412017,3963,0.00037213321775197983
1740214805.198662,4044,9.435108950128779e-06
1740214945.9311318,4204,2.022662101808237e-06
1740215049.1766236,4325,1.0589592420728877e-06
1740215120.0193439,4408,14.38650131225586
1740215198.93817,4500,0.03848705440759659
1740215212.396377,4517,0.0022589582949876785
1740215385.0619109,4685,0.03287093713879585
1740215483.8974836,4797,0.034605808556079865
1740215640.2500541,4980,0.03178544342517853
1740215773.9404953,5116,0.04465256258845329
1740215798.5216026,5144,0.03838345408439636
1740215980.8028069,5355,0.07336960732936859
1740215992.1037812,5369,0.034028664231300354
1740216177.7854297,5560,0.09962746500968933
1740216291.6687753,5690,0.10067902505397797
1740216329.054977,5734,0.09601534903049469
1740216402.037344,5819,0.10570500791072845
1740216448.2302961,5875,0.09400833398103714
1740216454.113322,5882,0.09394364058971405
1740216483.9512265,5918,0.10500095784664154
1740216555.9039533,6001,0.10406342148780823
1740216748.986969,6212,0.09411292523145676
1740216764.907601,6231,0.09362699091434479
1740216823.011271,6301,0.09365640580654144
1740217084.9715874,6587,0.16898468136787415
1740217110.2682133,6616,0.18153968453407288
1740217192.2708569,6712,0.17428284883499146
1740217204.374022,6724,0.15712031722068787
1740217324.8391278,6867,0.1587916761636734
1740217416.8537908,6979,0.17386668920516968
1740217589.415812,7169,0.17365702986717224
1740217786.1866443,7396,0.22976136207580566
1740217853.551357,7474,0.13140800595283508
1740217855.9477434,7477,0.18814700841903687
1740217918.3814247,7526,0.31727081537246704
1740218151.2419965,7803,0.09013873338699341
1740218159.7841892,7813,0.09335476905107498
1740218189.5457323,7848,0.1290733367204666
1740218325.5309243,8006,0.1987754851579666
1740218403.0494568,8082,0.1212766021490097
1740218501.9806912,8196,0.09753374010324478
1740218536.2603323,8237,0.20197951793670654
1740218658.4395993,8379,0.15022721886634827
1740218670.1245928,8393,0.12245865911245346
1740218774.6861966,8514,0.09587328881025314
1740218782.7130888,8524,0.10721061378717422
1740218877.9699926,8618,0.19059860706329346
1740219116.9901655,8895,0.13032850623130798
1740219160.121124,8945,0.12015455216169357
1740219166.0637276,8952,0.14267539978027344
1740219216.280035,9010,0.15819144248962402
1740219465.0569222,9278,0.11831339448690414
1740219642.052472,9486,0.1664365828037262
1740219728.6683228,9573,0.20690825581550598
